restaurant_title,restaurant_address,restaurant_page,restaurant_note
鑫帝元薑母鴨羊肉爐,臺南市永康區中華路280之53號,https://ifoodie.tw/restaurant/63366699658aba439aaddf89-%E9%91%AB%E5%B8%9D%E5%85%83%E8%96%91%E6%AF%8D%E9%B4%A8%E7%BE%8A%E8%82%89%E7%88%90,https://ifoodie.tw/blog/6528b07c5063d8c49d3eaffd/link
纓風壽司 永康店,台南市永康區正強街203號,https://ifoodie.tw/restaurant/582608df2756dd199aef7026-%E7%BA%93%E9%A2%A8%E5%A3%BD%E5%8F%B8-%E6%B0%B8%E5%BA%B7%E5%BA%97,https://ifoodie.tw/blog/651fe794ac0a986a893873b6/link
實習生咖啡館,臺南市永康區鹽行路56號,https://ifoodie.tw/restaurant/63e6465d01ba335aca6c5e79-%E5%AF%A6%E7%BF%92%E7%94%9F%E5%92%96%E5%95%A1%E9%A4%A8,
咖哩烏龍,臺南市永康區中華路966號,https://ifoodie.tw/restaurant/651ac4ef0fe5a998fbab93ca-%E5%92%96%E5%93%A9%E7%83%8F%E9%BE%8D,https://ifoodie.tw/blog/651ab336fb57a2a0cb0824f6/link
復華夜市,臺南市永康區復華裏,https://ifoodie.tw/restaurant/5e77746f2756dd41597283d8-%E5%BE%A9%E8%8F%AF%E5%A4%9C%E5%B8%82,https://ifoodie.tw/blog/64ee5b366f2e3148b1e5c447/link
ST.1 Cafe',臺南市永康區大橋一街328號,https://ifoodie.tw/restaurant/55983bdc40b5e30894d72710-ST-Cafe-,https://ifoodie.tw/blog/651642768d3df398e2be2389/link
魚耶早餐,臺南市永康區中正六街9號,https://ifoodie.tw/restaurant/64bd3fe701ba33077765d908-%E9%AD%9A%E8%80%B6%E6%97%A9%E9%A4%90,https://ifoodie.tw/blog/65a4d1ce1b6cec5ec885d706/link
THAI HOUSE ไทยเฮา泰式料理,臺南市永康區大灣路891巷17號,https://ifoodie.tw/restaurant/63f6d3c6b4478b480b6b8e5d-THAI-HOUSE-%E6%B3%B0%E5%BC%8F%E6%96%99%E7%90%86,https://ifoodie.tw/blog/650c5ff08065a159263d4265/link
大灣李煎粿,台南市永康區大灣路286號,https://ifoodie.tw/restaurant/5cebbcf323679c5c599d128a-%E5%A4%A7%E7%81%A3%E6%9D%8E%E7%85%8E%E7%B2%BF,https://ifoodie.tw/blog/650c2e4e3fc27453c10db3e8/link
甜園甜甜圈雙胞胎 永康總店,臺南市永康區永明街8號,https://ifoodie.tw/restaurant/6225c68fbaf6d310fa69031e-%E7%94%9C%E5%9C%92%E7%94%9C%E7%94%9C%E5%9C%88%E9%9B%99%E8%83%9E%E8%83%8E-%E6%B0%B8%E5%BA%B7%E7%B8%BD%E5%BA%97,https://ifoodie.tw/blog/650745a98065a19e35696d4e/link
鍋湯滙24H(台南永康),臺南市永康區中華路88號,https://ifoodie.tw/restaurant/6500667c8065a1d6cc64c253-%E9%8D%8B%E6%B9%AF%E6%BB%99-H-%E5%8F%B0%E5%8D%97%E6%B0%B8%E5%BA%B7-,https://ifoodie.tw/blog/65751c737be9c3dd22813443/link
金賀食堂,臺南市永康區復華五街34號,https://ifoodie.tw/restaurant/640d675077b9e948e4d88d4b-%E9%87%91%E8%B3%80%E9%A3%9F%E5%A0%82,
黑盤PASTA 崑大店,臺南市永康區崑大路226號,https://ifoodie.tw/restaurant/61bdf6ba873d796cc1460f7f-%E9%BB%91%E7%9B%A4PASTA-%E5%B4%91%E5%A4%A7%E5%BA%97,https://ifoodie.tw/blog/64fc69dd3fc27460e9f77a7f/link
樂法 Le Phare - 台南永康店,臺南市永康區中正路625號,https://ifoodie.tw/restaurant/64f9cf658d3df3a8b7a0dd2c-%E6%A8%82%E6%B3%95-Le-Phare-%E5%8F%B0%E5%8D%97%E6%B0%B8%E5%BA%B7%E5%BA%97,https://ifoodie.tw/blog/64f9ce708065a1153fdc7eeb/link
坤記鴨肉飯鴨肉羹,臺南市永康區中華路751號,https://ifoodie.tw/restaurant/59d72011f5246850bfb60a2e-%E5%9D%A4%E8%A8%98%E9%B4%A8%E8%82%89%E9%A3%AF%E9%B4%A8%E8%82%89%E7%BE%B9,https://ifoodie.tw/blog/6519790ca7adc43f7ef33967/link
旭日茶坊,臺南市永康區復國一路488號,https://ifoodie.tw/restaurant/64eca0b58d3df3a8b7847e06-%E6%97%AD%E6%97%A5%E8%8C%B6%E5%9D%8A,https://ifoodie.tw/blog/64ec9eeaf80f76c009b33b0a/link
Crazy bar 餐酒館,臺南市永康區正南五街363號,https://ifoodie.tw/restaurant/633ae235cb88151eb65e6b6f-Crazy-bar-%E9%A4%90%E9%85%92%E9%A4%A8,https://ifoodie.tw/blog/64e75887df169b6a43f2b395/link
阿美蝦仁肉圓,臺南市永康區中華一路181巷4號,https://ifoodie.tw/restaurant/64e12314ceb27c0595240dad-%E9%98%BF%E7%BE%8E%E8%9D%A6%E4%BB%81%E8%82%89%E5%9C%93,https://ifoodie.tw/blog/64e11e596f2e3104d1e81e80/link
蔬上食,臺南市永康區東橋一路252號,https://ifoodie.tw/restaurant/614bd82882828724b0eb7521-%E8%94%AC%E4%B8%8A%E9%A3%9F,https://ifoodie.tw/blog/64e08ebfc0fc367d686c39cb/link
石磐石複合式餐飲專賣店,臺南市永康區東橋八街206號,https://ifoodie.tw/restaurant/64d4e600bd01b3702f9b3ed1-%E7%9F%B3%E7%A3%90%E7%9F%B3%E8%A4%87%E5%90%88%E5%BC%8F%E9%A4%90%E9%A3%B2%E5%B0%88%E8%B3%A3%E5%BA%97,https://ifoodie.tw/blog/64d4e248cf044120bbd294cd/link
橋頭豬血湯土豆豬腳,臺南市永康區永安路永安橋邊,https://ifoodie.tw/restaurant/55a4b7f7c03a1002ad8ad73f-%E6%A9%8B%E9%A0%AD%E8%B1%AC%E8%A1%80%E6%B9%AF%E5%9C%9F%E8%B1%86%E8%B1%AC%E8%85%B3,https://ifoodie.tw/blog/64f54934ceb27c839ceb2e0e/link
樸九鼎鮮火鍋,臺南市永康區中華西街41號,https://ifoodie.tw/restaurant/64c8fdf8bd01b3047812ca2e-%E6%A8%B8%E4%B9%9D%E9%BC%8E%E9%AE%AE%E7%81%AB%E9%8D%8B,https://ifoodie.tw/blog/64c8fdd3bd01b305757b338b/link
劉家莊牛肉爐,臺南市永康區四維街21號,https://ifoodie.tw/restaurant/5a57a8662756dd2c5cec90da-%E5%8A%89%E5%AE%B6%E8%8E%8A%E7%89%9B%E8%82%89%E7%88%90,https://ifoodie.tw/blog/64c8b31c33ebbf52d0a35a76/link
慢咖啡,臺南市永康區勝利街37號,https://ifoodie.tw/restaurant/5639caee2756dd5917b8b27d-%E6%85%A2%E5%92%96%E5%95%A1,https://ifoodie.tw/blog/64c7b50c9dea1169a011f1b1/link
日日炸蝦壽司,臺南市永康區大灣路891巷15號,https://ifoodie.tw/restaurant/64c2401777b9e91533281334-%E6%97%A5%E6%97%A5%E7%82%B8%E8%9D%A6%E5%A3%BD%E5%8F%B8,https://ifoodie.tw/blog/64c23ff7cb88152e1859ee3d/link
炸雞職人,臺南市永康區永安一街7號,https://ifoodie.tw/restaurant/64bfcdd801ba33718da2f4e0-%E7%82%B8%E9%9B%9E%E8%81%B7%E4%BA%BA,https://ifoodie.tw/blog/64bfc31ccb88155bcc232e72/link
良記火燒脆餅,臺南市永康區復華七街137號,https://ifoodie.tw/restaurant/64c241c4faabb46f522350ce-%E8%89%AF%E8%A8%98%E7%81%AB%E7%87%92%E8%84%86%E9%A4%85,https://ifoodie.tw/blog/64c1de1f9c3e9b664fa80b22/link
燕麥吧Oatbar永康店,臺南市永康區永大一路42號,https://ifoodie.tw/restaurant/651832740fe5a99d837eb9d9-%E7%87%95%E9%BA%A5%E5%90%A7Oatbar%E6%B0%B8%E5%BA%B7%E5%BA%97,
永大夜市,臺南市永康區永大路二段,https://ifoodie.tw/restaurant/5e11777b8c906d55bcd5d671-%E6%B0%B8%E5%A4%A7%E5%A4%9C%E5%B8%82,https://ifoodie.tw/blog/64a96bb4cb8815329c4976f8/link
麻佬二 中華店,臺南市永康區中華路420號,https://ifoodie.tw/restaurant/64a4029fe50a72338a578dbf-%E9%BA%BB%E4%BD%AC%E4%BA%8C-%E4%B8%AD%E8%8F%AF%E5%BA%97,https://ifoodie.tw/blog/64a4027ce50a723389488944/link
窖藏cellartea 南工門市,臺南市永康區中山東路103號,https://ifoodie.tw/restaurant/64a42ff3cb88157c0e24cc02-%E7%AA%96%E8%97%8Fcellartea-%E5%8D%97%E5%B7%A5%E9%96%80%E5%B8%82,https://ifoodie.tw/blog/64a41a3d39b96a4bae78fd56/link
花燒肉個人燒肉 鹽行店,臺南市永康區中正七街59號,https://ifoodie.tw/restaurant/6499c1b833ebbf7ea4ba6a1e-%E8%8A%B1%E7%87%92%E8%82%89%E5%80%8B%E4%BA%BA%E7%87%92%E8%82%89-%E9%B9%BD%E8%A1%8C%E5%BA%97,https://ifoodie.tw/blog/6499c199e50a72660091fe8b/link
小蘋果廚房,臺南市永康區大仁街140號,https://ifoodie.tw/restaurant/649ae41001ba334e9f8a2d80-%E5%B0%8F%E8%98%8B%E6%9E%9C%E5%BB%9A%E6%88%BF,https://ifoodie.tw/blog/649ae25ae377180891c7eaed/link
洋爸爸健康餐,臺南市永康區東橋一路146號,https://ifoodie.tw/restaurant/5ec494128c906d43d81f215e-%E6%B4%8B%E7%88%B8%E7%88%B8%E5%81%A5%E5%BA%B7%E9%A4%90,https://ifoodie.tw/blog/65971f0b9a80c7062e7c2240/link
萬三米糕,臺南市永康區中華路495號,https://ifoodie.tw/restaurant/5817899d2756dd73d2966f58-%E8%90%AC%E4%B8%89%E7%B1%B3%E7%B3%95,https://ifoodie.tw/blog/648499f501ba33158b93cf07/link
正橋陽春麵,臺南市永康區大橋二街79號,https://ifoodie.tw/restaurant/5fa24e8002935e4b19b8e1df-%E6%AD%A3%E6%A9%8B%E9%99%BD%E6%98%A5%E9%BA%B5,https://ifoodie.tw/blog/648353f001ba33534968d968/link
冰ㄉ• かき氷 三號-永康店,臺南市永康區東橋三路410號1F,https://ifoodie.tw/restaurant/6266a1ca7cc7fc706855ad6c-%E5%86%B0-%E6%B0%B7-%E4%B8%89%E8%99%9F-%E6%B0%B8%E5%BA%B7%E5%BA%97,https://ifoodie.tw/blog/64837b37e50a72332ebcc236/link
尚穎牛肉湯,台南市永康區中正北路835號,https://ifoodie.tw/restaurant/6205c487cd9957764bac873d-%E5%B0%9A%E7%A9%8E%E7%89%9B%E8%82%89%E6%B9%AF,https://ifoodie.tw/blog/647b3e73ee7c9d38a120426c/link
山頂居甕仔雞 永康店,臺南市永康區大灣路71號,https://ifoodie.tw/restaurant/5874b96c2756dd1f449fec4f-%E5%B1%B1%E9%A0%82%E5%B1%85%E7%94%95%E4%BB%94%E9%9B%9E-%E6%B0%B8%E5%BA%B7%E5%BA%97,https://ifoodie.tw/blog/648ef5a4e94eda3c4bff7ef6/link
潮味決・湯滷專門店 永康中華分社,臺南市永康區中華二路310號,https://ifoodie.tw/restaurant/64774b3901ba332c7731b024-%E6%BD%AE%E5%91%B3%E6%B1%BA-%E6%B9%AF%E6%BB%B7%E5%B0%88%E9%96%80%E5%BA%97-%E6%B0%B8%E5%BA%B7%E4%B8%AD%E8%8F%AF%E5%88%86%E7%A4%BE,https://ifoodie.tw/blog/647749a12fa25c28b3b5f92d/link
米里mini,臺南市永康區復國一路298號,https://ifoodie.tw/restaurant/6475f9e301ba332c772d139c-%E7%B1%B3%E9%87%8Cmini,https://ifoodie.tw/blog/6475f77d470f594141167dd7/link
麵攤,臺南市永康區大灣七街77號,https://ifoodie.tw/restaurant/5bcffc6523679c43c43efeec-%E9%BA%B5%E6%94%A4,https://ifoodie.tw/blog/64725dbbe94eda3a02920479/link
Night Owl晚睡的人,臺南市永康區中華路134巷36號D2,https://ifoodie.tw/restaurant/64723828e50a72268ff6f531-Night-Owl%E6%99%9A%E7%9D%A1%E7%9A%84%E4%BA%BA,https://ifoodie.tw/blog/64717acbfaabb42ffabe572d/link
木木家 豆花,臺南市永康區中山路115號,https://ifoodie.tw/restaurant/646dd83a33ebbf4515bd24b5-%E6%9C%A8%E6%9C%A8%E5%AE%B6-%E8%B1%86%E8%8A%B1,https://ifoodie.tw/blog/646dd821e50a722da5c3276b/link
富中富極品豬腳,臺南市永康區中華路647號,https://ifoodie.tw/restaurant/646c0ebcfaabb40f11dffb6f-%E5%AF%8C%E4%B8%AD%E5%AF%8C%E6%A5%B5%E5%93%81%E8%B1%AC%E8%85%B3,https://ifoodie.tw/blog/646c0e43faabb40f11dffb2a/link
台灣鮮魚湯,臺南巿永康區中山南路325號,https://ifoodie.tw/restaurant/55c8f78d2756dd6313d5ddd7-%E5%8F%B0%E7%81%A3%E9%AE%AE%E9%AD%9A%E6%B9%AF,https://ifoodie.tw/blog/646b88a333ebbf0b767740f0/link
丹丹漢堡 永康店,臺南市永康區中正南路430號,https://ifoodie.tw/restaurant/5d580d3c2756dd2f11198394-%E4%B8%B9%E4%B8%B9%E6%BC%A2%E5%A0%A1-%E6%B0%B8%E5%BA%B7%E5%BA%97,https://ifoodie.tw/blog/6468cb8efaabb41416670b70/link
鍋台銘時尚湯鍋 永康中山南店,臺南市永康區中山南路151號,https://ifoodie.tw/restaurant/61c5f3d8781cc050c11150fa-%E9%8D%8B%E5%8F%B0%E9%8A%98%E6%99%82%E5%B0%9A%E6%B9%AF%E9%8D%8B-%E6%B0%B8%E5%BA%B7%E4%B8%AD%E5%B1%B1%E5%8D%97%E5%BA%97,https://ifoodie.tw/blog/64638db9e50a726c0236e063/link
補頭牛肉湯,臺南市永康區中正北路253號,https://ifoodie.tw/restaurant/5e23dc5e8c906d661e1f2d7e-%E8%A3%9C%E9%A0%AD%E7%89%9B%E8%82%89%E6%B9%AF,https://ifoodie.tw/blog/645cea6b945454658c39730b/link
馥貴春重乳酪蛋糕 永康總店,臺南市永康區永大五路151號,https://ifoodie.tw/restaurant/55e9413e2756dd272d1cc428-%E9%A6%A5%E8%B2%B4%E6%98%A5%E9%87%8D%E4%B9%B3%E9%85%AA%E8%9B%8B%E7%B3%95-%E6%B0%B8%E5%BA%B7%E7%B8%BD%E5%BA%97,https://ifoodie.tw/blog/645ca658e94eda368ab169d6/link
麺や青鈴,臺南市永康區新行街33巷1號,https://ifoodie.tw/restaurant/5ea145d1d6895d5950ae9900-%E9%BA%BA-%E9%9D%92%E9%88%B4,https://ifoodie.tw/blog/6458f77f5c44d01512aa295a/link
肉燥河小吃店,臺南市永康區中山路80號,https://ifoodie.tw/restaurant/5e48c6dd8c906d163f89c151-%E8%82%89%E7%87%A5%E6%B2%B3%E5%B0%8F%E5%90%83%E5%BA%97,https://ifoodie.tw/blog/6456a229cb88152816fa10e5/link
醉夜貓串燒場,臺南市永康區崑大路212號,https://ifoodie.tw/restaurant/64565f4d01ba3378e151e103-%E9%86%89%E5%A4%9C%E8%B2%93%E4%B8%B2%E7%87%92%E5%A0%B4,https://ifoodie.tw/blog/64565f22cb881527d8938d14/link
小董の鋪,臺南市永康區大仁街11巷34號,https://ifoodie.tw/restaurant/6456bb8b77b9e90ffe0fbf51-%E5%B0%8F%E8%91%A3-%E9%8B%AA,https://ifoodie.tw/blog/6456bb4133ebbf7bc6467eca/link
六甲頂胡椒餅,臺南市永康區中正南路335號,https://ifoodie.tw/restaurant/576c26452756dd05fa6ca543-%E5%85%AD%E7%94%B2%E9%A0%82%E8%83%A1%E6%A4%92%E9%A4%85,https://ifoodie.tw/blog/644e96a8cb88151a8415ccda/link
原木居茶飲,臺南市永康區中正南路183號,https://ifoodie.tw/restaurant/6518fedb0fe5a9689cb2a9fd-%E5%8E%9F%E6%9C%A8%E5%B1%85%E8%8C%B6%E9%A3%B2,https://ifoodie.tw/blog/644a7716979c144787cf4a80/link
大鮨灣,臺南市永康區大灣路660號,https://ifoodie.tw/restaurant/6440e2aee94eda5c4bb22754-%E5%A4%A7%E9%AE%A8%E7%81%A3,
鴨董當歸鴨 永康中正店,臺南市永康區中正路613號,https://ifoodie.tw/restaurant/6492b16e01ba3378aacc8eb9-%E9%B4%A8%E8%91%A3%E7%95%B6%E6%AD%B8%E9%B4%A8-%E6%B0%B8%E5%BA%B7%E4%B8%AD%E6%AD%A3%E5%BA%97,https://ifoodie.tw/blog/644682d63d753737eeeba110/link
想，吃什麼 甜點工作室,臺南市永康區中正路872號,https://ifoodie.tw/restaurant/643c913c01ba3376de3ad71f-%E6%83%B3-%E5%90%83%E4%BB%80%E9%BA%BC-%E7%94%9C%E9%BB%9E%E5%B7%A5%E4%BD%9C%E5%AE%A4,https://ifoodie.tw/blog/6442490833ebbf0767ae3c71/link
鴻品牛肉湯,臺南縣永康市大安街288號,https://ifoodie.tw/restaurant/55982b1840b5e30894d71f11-%E9%B4%BB%E5%93%81%E7%89%9B%E8%82%89%E6%B9%AF,https://ifoodie.tw/blog/643aa51696f46a0aaa7492ee/link
餃津 JiauJin 煎餃專賣店,臺南市中西區五妃街308號,https://ifoodie.tw/restaurant/60813b79873d795473142990-%E9%A4%83%E6%B4%A5-JiauJin-%E7%85%8E%E9%A4%83%E5%B0%88%E8%B3%A3%E5%BA%97,https://ifoodie.tw/blog/643c4db633ebbf3731de511b/link
嘟嘟牛排永康店,臺南市永康區勝學路212號,https://ifoodie.tw/restaurant/6438cb40e94eda62216cbe0c-%E5%98%9F%E5%98%9F%E7%89%9B%E6%8E%92%E6%B0%B8%E5%BA%B7%E5%BA%97,https://ifoodie.tw/blog/6438cb2ccb88150dffd7ba4c/link
石二鍋 台南永康中華店(旗艦店),臺南市永康區中華路143號1樓,https://ifoodie.tw/restaurant/6434e8d333ebbf6db0f415db-%E7%9F%B3%E4%BA%8C%E9%8D%8B-%E5%8F%B0%E5%8D%97%E6%B0%B8%E5%BA%B7%E4%B8%AD%E8%8F%AF%E5%BA%97-%E6%97%97%E8%89%A6%E5%BA%97-,https://ifoodie.tw/blog/6434e8a833ebbf6d54c1a154/link
珍好味臭臭鍋,臺南縣永康市中山南路321號,https://ifoodie.tw/restaurant/5598230040b5e30894d71bcf-%E7%8F%8D%E5%A5%BD%E5%91%B3%E8%87%AD%E8%87%AD%E9%8D%8B,
築間幸福鍋物 台南中華店,臺南市永康區中華路201之1號,https://ifoodie.tw/restaurant/62d3fd34cd99577c9d327e49-%E7%AF%89%E9%96%93%E5%B9%B8%E7%A6%8F%E9%8D%8B%E7%89%A9-%E5%8F%B0%E5%8D%97%E4%B8%AD%E8%8F%AF%E5%BA%97,https://ifoodie.tw/blog/6432ddade94eda2a6bcd09b3/link
台南幫中華店,臺南市永康區中華路683號,https://ifoodie.tw/restaurant/5d31295ad6895d2ef6d1ffae-%E5%8F%B0%E5%8D%97%E5%B9%AB%E4%B8%AD%E8%8F%AF%E5%BA%97,https://ifoodie.tw/blog/642ad34fc4b01e701d11b5a3/link
老虎蜜蜂遊樂園 永康直營店,臺南市永康區中華路181號,https://ifoodie.tw/restaurant/65190887c905994603ee9a79-%E8%80%81%E8%99%8E%E8%9C%9C%E8%9C%82%E9%81%8A%E6%A8%82%E5%9C%92-%E6%B0%B8%E5%BA%B7%E7%9B%B4%E7%87%9F%E5%BA%97,https://ifoodie.tw/blog/64243c1557f58025dc3549b2/link
喜樂燒臘,臺南市永康區大灣路569號,https://ifoodie.tw/restaurant/5fafb1aa02935e5ffd31962b-%E5%96%9C%E6%A8%82%E7%87%92%E8%87%98,https://ifoodie.tw/blog/641f297301ba334cc7ad0220/link
吉山炸蝦壽司,臺南市永康區永大路二段56號,https://ifoodie.tw/restaurant/641ac4b433ebbf4615f23f1b-%E5%90%89%E5%B1%B1%E7%82%B8%E8%9D%A6%E5%A3%BD%E5%8F%B8,https://ifoodie.tw/blog/641ac495e94eda42ddfb4af6/link
日十。中華店,臺南市永康區中華路782號之1,https://ifoodie.tw/restaurant/5a4e6e4e2756dd4707615c5b-%E6%97%A5%E5%8D%81-%E4%B8%AD%E8%8F%AF%E5%BA%97,https://ifoodie.tw/blog/641afe3caa86b171724f102d/link
謝爸爸手工咖啡/自家烘焙工作室（內用預約制）,臺南市永康區自強路773巷18號,https://ifoodie.tw/restaurant/6419b0f901ba3313ca7373a2-%E8%AC%9D%E7%88%B8%E7%88%B8%E6%89%8B%E5%B7%A5%E5%92%96%E5%95%A1-%E8%87%AA%E5%AE%B6%E7%83%98%E7%84%99%E5%B7%A5%E4%BD%9C%E5%AE%A4-%E5%85%A7%E7%94%A8%E9%A0%90%E7%B4%84,https://ifoodie.tw/blog/6419af4feca7b320bb302325/link
黑盤PASTA｜義大利麵專賣 - 台南永康鹽行店,臺南市永康區中正路850號,https://ifoodie.tw/restaurant/63a0593ea3662f073ac0641c-%E9%BB%91%E7%9B%A4PASTA-%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5%E5%B0%88%E8%B3%A3-%E5%8F%B0%E5%8D%97%E6%B0%B8%E5%BA%B7%E9%B9%BD,https://ifoodie.tw/blog/6416753fb4478b084842f96c/link
袋走手工蛋餅,臺南市永康區中正路151之1號,https://ifoodie.tw/restaurant/6100f685cd99577636481d15-%E8%A2%8B%E8%B5%B0%E6%89%8B%E5%B7%A5%E8%9B%8B%E9%A4%85,https://ifoodie.tw/blog/6413185b0aa3240664eff052/link
品之香,台南市永康區大橋二街83號,https://ifoodie.tw/restaurant/566f8ae3699b6e664eb57278-%E5%93%81%E4%B9%8B%E9%A6%99,https://ifoodie.tw/blog/640a3703b4478b793d9411b1/link
土魠魚火雞肉飯,臺南市永康區中山南路1080號,https://ifoodie.tw/restaurant/559aa7db40b5e30313b3ecff-%E5%9C%9F%E9%AD%A0%E9%AD%9A%E7%81%AB%E9%9B%9E%E8%82%89%E9%A3%AF,https://ifoodie.tw/blog/640a4aefb4478b0400082d07/link
池記東山鴨頭,臺南市永康區大橋一街223巷70號,https://ifoodie.tw/restaurant/6090ab47baf6d3749595ed4e-%E6%B1%A0%E8%A8%98%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD,https://ifoodie.tw/blog/64097a52faabb431926dc783/link
阿和大腸香腸,台南市永康區大灣路623號,https://ifoodie.tw/restaurant/563999302756dd5d6810f906-%E9%98%BF%E5%92%8C%E5%A4%A7%E8%85%B8%E9%A6%99%E8%85%B8,https://ifoodie.tw/blog/6408e07fb4478b51fd96fcec/link
奇美陸橋無名早點,臺南市永康區中華路854號,https://ifoodie.tw/restaurant/600b9353d6895d647f63864c-%E5%A5%87%E7%BE%8E%E9%99%B8%E6%A9%8B%E7%84%A1%E5%90%8D%E6%97%A9%E9%BB%9E,https://ifoodie.tw/blog/63ff8256e94eda7f1f8f6c29/link
麗珠古早味飯糰(永康國小對面),臺南市永康區中山南路637號,https://ifoodie.tw/restaurant/5fa2522dd6895d6632f09e15-%E9%BA%97%E7%8F%A0%E5%8F%A4%E6%97%A9%E5%91%B3%E9%A3%AF%E7%B3%B0-%E6%B0%B8%E5%BA%B7%E5%9C%8B%E5%B0%8F%E5%B0%8D%E9%9D%A2-,https://ifoodie.tw/blog/63ffa99b33ebbf09e0615ba6/link
DYC.Coffee 打咖啡 永康新總圖門市,臺南市永康區康橋大道255號B1,https://ifoodie.tw/restaurant/62262f8fa627280f9364d509-DYC-Coffee-%E6%89%93%E5%92%96%E5%95%A1-%E6%B0%B8%E5%BA%B7%E6%96%B0%E7%B8%BD%E5%9C%96,https://ifoodie.tw/blog/63fdfe6d5d285b233175a953/link
Minamin Coffee 南恩咖啡,臺南市永康區復興路356巷71弄3號,https://ifoodie.tw/restaurant/63fc563d33ebbf3165a182a3-Minamin-Coffee-%E5%8D%97%E6%81%A9%E5%92%96%E5%95%A1,
歸仁陳家肉粽菜粽魯麵,臺南市永康區正強街282號,https://ifoodie.tw/restaurant/63fb7ebbd20d875bd6bb4ea7-%E6%AD%B8%E4%BB%81%E9%99%B3%E5%AE%B6%E8%82%89%E7%B2%BD%E8%8F%9C%E7%B2%BD%E9%AD%AF%E9%BA%B5,https://ifoodie.tw/blog/63fb7e75e94eda08907fd448/link
菓倆,臺南市永康區鹽平街158巷67號,https://ifoodie.tw/restaurant/62e9275b7cc7fc591b6b85e2-%E8%8F%93%E5%80%86,https://ifoodie.tw/blog/63f8a359e94eda355d3af82a/link
俠客鍋物,臺南市永康區中山南路52號,https://ifoodie.tw/restaurant/63fef96201ba3335cb4b325e-%E4%BF%A0%E5%AE%A2%E9%8D%8B%E7%89%A9,https://ifoodie.tw/blog/63f7670541526546db572457/link
石橋子燒餅舖,臺南市永康區復興路408號,https://ifoodie.tw/restaurant/5f40e5448c906d746638220f-%E7%9F%B3%E6%A9%8B%E5%AD%90%E7%87%92%E9%A4%85%E8%88%96,https://ifoodie.tw/blog/63f50229b4478b76bc1fea7a/link
阿榮牛肉湯,臺南市永康區永大路一段300號,https://ifoodie.tw/restaurant/55a5a91ec03a10241de678d3-%E9%98%BF%E6%A6%AE%E7%89%9B%E8%82%89%E6%B9%AF,https://ifoodie.tw/blog/63f52038e94eda3c79093481/link
瘋濟顛臭豆腐,臺南市永康區復國一路193號,https://ifoodie.tw/restaurant/63f20333e94eda6d1941f7b2-%E7%98%8B%E6%BF%9F%E9%A1%9B%E8%87%AD%E8%B1%86%E8%85%90,https://ifoodie.tw/blog/63f202fb33ebbf6db9f6b29a/link
沛林豆花冰店 大灣旗艦店,臺南市永康區大灣路49號,https://ifoodie.tw/restaurant/63ef64da77b9e930dd855400-%E6%B2%9B%E6%9E%97%E8%B1%86%E8%8A%B1%E5%86%B0%E5%BA%97-%E5%A4%A7%E7%81%A3%E6%97%97%E8%89%A6%E5%BA%97,https://ifoodie.tw/blog/63ef64c6e94eda1f053952e2/link
8818比薩屋 台南永康店,臺南市永康區中山南路106之9號,https://ifoodie.tw/restaurant/5b69e1032756dd2dc3e32b5e--%E6%AF%94%E8%96%A9%E5%B1%8B-%E5%8F%B0%E5%8D%97%E6%B0%B8%E5%BA%B7%E5%BA%97,https://ifoodie.tw/blog/64644c1db2222364d0c2f2f2/link
田園水餃,臺南市永康區新中街325號,https://ifoodie.tw/restaurant/63e901e301ba334ab35aefb1-%E7%94%B0%E5%9C%92%E6%B0%B4%E9%A4%83,https://ifoodie.tw/blog/63e901ac33ebbf6e9132a6fd/link
台南炒鱔魚麵,臺南縣永康市大灣路540號,https://ifoodie.tw/restaurant/559a586fc03a1015ea6fb4ca-%E5%8F%B0%E5%8D%97%E7%82%92%E9%B1%94%E9%AD%9A%E9%BA%B5,
林記煎餃,臺南市永康區正強街200號之4,https://ifoodie.tw/restaurant/5f281dab2756dd3a9e973e89-%E6%9E%97%E8%A8%98%E7%85%8E%E9%A4%83,https://ifoodie.tw/blog/63e25bd3b4478b4aaf29212d/link
南都燒肉粽,臺南市永康區大橋二街235號,https://ifoodie.tw/restaurant/63e14db633ebbf5cdc98eef3-%E5%8D%97%E9%83%BD%E7%87%92%E8%82%89%E7%B2%BD,https://ifoodie.tw/blog/63e14d6fd20d872f3ec46ae8/link
香香飯包,臺南市永康區復國一路362巷1號,https://ifoodie.tw/restaurant/63e1724f01ba3313015598ec-%E9%A6%99%E9%A6%99%E9%A3%AF%E5%8C%85,https://ifoodie.tw/blog/63e1721501ba3313015598b3/link
糰鄉飯糰台南復國總店,臺南市永康區復國一路360之1號,https://ifoodie.tw/restaurant/63e1616cd20d872f3ec472ad-%E7%B3%B0%E9%84%89%E9%A3%AF%E7%B3%B0%E5%8F%B0%E5%8D%97%E5%BE%A9%E5%9C%8B%E7%B8%BD%E5%BA%97,https://ifoodie.tw/blog/63e16125faabb44ded785be8/link
